
c	0.42734742164611816
a	0.4510974884033203
b	0.36574840545654297
c	0.6545662879943848


b) 85 kg	0.38816022872924805


d) 6	0.3649177551269531


b) 72	0.3133962154388428
c	0.3686854839324951
c	0.9671897888183594


d) 1260	0.2927229404449463


e) 2068	0.30232787132263184


d) 40 minutes 20 seconds	0.39960289001464844
 of these

d) 12.5	0.39938950538635254


b) 56.67 mph	0.33878207206726074
b	0.591787576675415
b	0.4026658535003662
c /t 9	0.41187524795532227
c	0.444307804107666
c /t 24:	0.42598891258239746
b /t 8	0.41132473945617676
d	0.47858309745788574
c	0.46682143211364746
c	0.4134829044342041
d	0.4462442398071289
b	0.40792179107666016
d	0.3761312961578369
b	0.4838252067565918
b	0.6218721866607666
c	0.752800703048706
b	0.39510607719421387


d) 121/141	0.5000171661376953


b) 36	0.3598513603210449
d	0.3490312099456787
 of these

d) rs. 680	0.5850400924682617


d) 219/256	0.5138626098632812


b) 10	0.38183069229125977


correct answer is d) 7 kmph	0.41513895988464355


b	0.3810431957244873


b) 74	0.3401601314544678


c	0.3874363899230957


b	0.3415389060974121


correct answer is b)
b	0.465259313583374
	0.4129784107208252


correct answer is b)
b	0.45676732063293457


b	0.36917877197265625


b	0.2930731773376465


d	0.33265161514282227


b	0.26450419425964355


d	0.290996789932251


b	0.2524840831756592


d	0.2395625114440918


c	0.2277359962463379


b	0.24336934089660645


e	0.46417832374572754


b	0.2582399845123291


e	0.281048059463501


a) -120	0.3589670658111572


b	0.2487630844116211


b	0.25168395042419434


b	0.24521875381469727
c	0.3607044219970703


b	0.2654454708099365


d	0.6187827587127686
	0.29839444160461426
 %

d) 12	0.37303733825683594


c	0.25549888610839844


b	0.254378080368042
	0.32302260398864746


d	0.238816499710083


b	0.23532581329345703


b	0.26953673362731934


b	0.4336893558502197


d	0.27860093116760254


b	0.26158976554870605


d	0.23809552192687988


b	0.217484712600708


d	0.27207255363464355


b	0.2425065040588379


d	0.23195624351501465


e	0.2700188159942627
	0.27800583839416504


d	0.8173439502716064
	0.43953680992126465
	0.3046994209289551
85

d	0.24132728576660156


e	0.23593926429748535


c	0.2564213275909424


d	0.23799538612365723


b	0.25462865829467773

d	0.24407076835632324


b	0.34682393074035645
